f_i,x_eff,B_eff
0.1,78.52727272727273,17.052525252525253
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.05,111.81538461538462,22.566763756316675
0.05,87.79494949494949,17.549242424242422
0.05,89.96666666666667,16.839015151515152
0.05,82.46666666666667,16.996843434343432
0.05,82.46666666666667,17.549242424242422
0.05,88.1989898989899,16.554924242424242
0.05,82.29598393574295,16.420387801204818
0.05,99.20588235294119,20.31617647058824
0.05,87.13838383838383,16.728535353535356
0.05,86.78484848484848,16.87058080808081
0.05,86.78484848484848,16.996843434343432
0.05,87.06666666666668,16.66540404040404
0.05,82.46666666666667,17.549242424242422
0.05,82.46666666666667,17.549242424242422
0.05,89.96666666666667,16.807449494949495
0.05,89.96666666666667,16.996843434343436
0.05,89.96666666666667,17.549242424242422
0.05,87.06666666666668,17.549242424242422
0.05,86.78484848484848,16.996843434343432
0.05,88.1989898989899,16.87058080808081
0.05,87.06666666666668,17.549242424242422
0.05,86.78484848484848,16.87058080808081
0.05,86.78484848484848,16.996843434343432
0.05,89.96666666666667,16.996843434343436
0.05,87.13838383838383,16.728535353535356
0.05,87.34040404040404,16.996843434343432
0.05,82.46666666666667,17.549242424242422
0.05,87.06666666666668,16.66540404040404
0.05,82.46666666666667,17.549242424242422
0.05,87.13838383838383,16.554924242424242
0.1,91.81538461538462,18.979487179487183
0.1,77.51717171717172,16.682154882154883
0.1,79.6888888888889,17.372390572390575
0.1,82.29598393574297,15.153413654618474
0.1,76.18538681948425,16.38777459407832
0.1,83.1989898989899,16.783164983164983
0.1,85.37070707070707,17.843771043771046
0.1,84.61313131313132,17.540740740740738
0.1,50.0929292929293,15.427946127946127
0.1,106.78461538461538,21.587179487179483
0.1,78.07272727272728,17.40606060606061
0.1,79.28484848484848,17.961616161616163
0.1,83.6030303030303,17.204040404040406
0.1,76.81010101010101,16.783164983164983
0.1,100.81538461538462,20.804548006737786
0.1,49.56666666666668,14.687205387205388
0.1,82.11717171717171,17.995286195286198
0.1,81.33838383838385,16.102693602693606
0.1,84.16666666666667,16.994949494949495
0.1,78.97058823529412,16.97058823529412
0.1,79.56666666666668,17.961616161616163
0.1,69.39598393574298,15.395716198125836
0.1,91.0764705882353,20.43529411764706
0.1,87.59292929292928,18.129966329966333
0.1,77.51717171717172,17.052525252525253
0.1,85.37070707070707,17.254545454545458
0.1,50.69898989898989,14.737710437710438
0.1,71.79598393574297,16.548413654618475
0.1,79.84040404040404,16.5979797979798
0.1,64.79598393574297,15.395716198125836
0.15,78.93131313131313,16.85684430512017
0.15,82.06666666666666,17.97143852316266
0.15,100.81538461538462,24.90125655869426
0.15,72.13838383838383,17.048415186346222
0.15,77.92121212121212,19.364681295715776
0.15,65.2191919191919,10.32601880877743
0.15,65.69685314685316,18.83662888835303
0.15,71.60615384615384,19.645623342175064
0.15,76.81538461538462,18.633952254641912
0.15,85.37070707070707,15.95123650296064
0.15,64.76586345381526,16.013661542722616
0.15,77.23574297188756,15.080459770114942
0.15,82.3909090909091,16.874259839777082
0.15,77.19292929292928,18.755137582723787
0.15,106.66153846153847,22.728842765590812
0.15,40.17751004016064,15.048144301343306
0.15,74.5,20.13365215202618
0.15,82.39898989898991,16.832114245907352
0.15,74.8909090909091,18.755137582723787
0.15,81.79292929292929,17.58098223615465
0.15,66.96586345381526,17.796981027558513
0.15,68.13636363636364,17.235109717868337
0.15,93.1419795221843,19.854772272566787
0.15,79.28484848484848,18.546151166840822
0.15,74.6510028653295,16.00049402232981
0.15,93.31538461538462,24.330964781505937
0.15,73.93131313131313,18.755137582723787
0.15,81.83535353535355,17.936607453848833
0.15,101.84615384615384,24.07378828068483
0.15,72.06666666666668,19.364681295715776
0.2,10.5,7.888888888888889
0.2,56.10588235294117,20.167755991285407
0.2,45.8,12.703703703703704
0.2,76.22929292929292,18.329966329966332
0.2,72.64705882352942,17.113289760348582
0.2,84.31538461538462,22.643874643874646
0.2,37.243434343434345,16.16947250280584
0.2,82.6974358974359,20.356125356125354
0.2,73.51913043478261,21.262640901771334
0.2,73.82148997134672,16.61742544837101
0.2,71.06060606060606,17.70482603815937
0.2,71.0,16.938997821350764
0.2,93.59859629421673,22.671720007486428
0.2,69.51212121212122,17.675271230826784
0.2,31.977510040160645,16.010263275323517
0.2,41.895983935742976,15.205414249590957
0.2,83.385378743394,20.220322886989553
0.2,40.5,8.925925925925926
0.2,64.87751004016064,17.240368882939165
0.2,81.52307692307691,20.94224294224294
0.2,64.70588235294117,20.09368191721133
0.2,75.08355577940065,19.560414859583833
0.2,79.00707070707071,17.170220725776282
0.2,68.18418304789779,16.906553444636344
0.2,65.78538681948424,17.299373872439773
0.2,41.355555555555554,16.562289562289564
0.2,71.59845731738884,19.45390262654848
0.2,65.8413654618474,19.17477316674104
0.2,82.87058823529412,22.94553376906318
0.2,62.191304347826076,19.098228663446054
0.25,65.6,24.873284671532847
0.25,27.638955823293173,13.67566265060241
0.25,67.23939393939393,20.846868686868685
0.25,46.65993166640783,20.035746751565977
0.25,64.92538860103626,24.891191709844563
0.25,63.18112449799197,17.290706827309236
0.25,50.90321285140563,20.532048192771086
0.25,54.5,14.27007299270073
0.25,37.929292929292934,14.686868686868689
0.25,34.07908309455588,15.26246418338109
0.25,67.8,18.731084337349397
0.25,41.153535353535354,16.97818181818182
0.25,63.37188755020081,19.181847389558232
0.25,59.946153846153834,14.685594405594406
0.25,54.646153846153844,24.925594405594403
0.25,70.46153846153847,21.61538461538462
0.25,58.985858585858594,21.048888888888886
0.25,63.45151515151516,18.826666666666668
0.25,60.147474747474746,18.483232323232322
0.25,35.23419689119171,20.38424870466321
0.25,60.348837209302324,13.604651162790697
0.25,65.9193084867535,19.771764705882354
0.25,35.04524096385542,15.865485943775102
0.25,71.74741035856574,15.40398406374502
0.25,37.6,11.52
0.25,53.90562248995984,19.295847389558233
0.25,30.468481375358163,15.207220630372495
0.25,77.10517928286853,16.15187250996016
0.25,62.68452140601543,17.495178340321996
0.25,50.52447552447553,18.490909090909092
0.3,65.8080808080808,18.108164983164983
0.3,70.95959595959597,17.83459595959596
0.3,15.8,7.25
