f_i,x_eff,B_eff
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.0,89.96666666666667,17.01744719926538
0.05,52.46666666666666,15.736291486291488
0.05,81.49598393574297,17.37427127866304
0.05,52.46666666666666,15.736291486291488
0.05,91.06470588235294,15.176470588235295
0.05,81.49598393574297,17.37427127866304
0.05,52.46666666666666,15.736291486291488
0.05,76.99598393574297,14.558483935742972
0.05,112.725,22.467800800565104
0.05,81.49598393574297,17.37427127866304
0.05,110.46923076923076,20.851116625310176
0.05,112.725,22.467800800565104
0.05,52.46666666666666,15.736291486291488
0.05,88.67396121883658,15.655032317636197
0.05,84.16666666666667,16.26751384815901
0.05,88.67396121883658,15.655032317636197
0.05,88.67396121883658,15.655032317636197
0.05,78.06503496503498,17.00924075924076
0.05,78.06503496503498,17.00924075924076
0.05,78.06503496503498,17.00924075924076
0.05,52.46666666666666,15.736291486291488
0.05,84.16666666666667,16.26751384815901
0.05,76.99598393574297,14.558483935742972
0.05,81.49598393574297,17.37427127866304
0.05,52.46666666666666,15.736291486291488
0.05,76.99598393574297,14.558483935742972
0.05,78.06503496503498,17.00924075924076
0.05,110.46923076923076,20.851116625310176
0.05,84.16666666666667,16.26751384815901
0.05,112.725,22.467800800565104
0.05,84.16666666666667,16.26751384815901
0.1,52.46666666666666,15.736291486291488
0.1,81.49598393574297,17.37427127866304
0.1,76.99598393574297,14.558483935742972
0.1,84.16666666666667,16.26751384815901
